[N01-C-ABS-BW]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
257,9.400000,1836.667241,18.750815,20.373663,3.453770,88.214118
258,9.420000,1809.899669,18.876656,20.442682,3.448086,87.285172
259,9.440000,1816.076801,19.001580,20.511587,3.442436,87.499544
260,9.460000,1820.194889,19.126653,20.580379,3.436769,87.642459
261,9.480000,1814.017757,19.251450,20.649058,3.431105,87.428087
262,9.500000,1805.781581,19.375547,20.717624,3.425465,87.142257
263,9.520000,1805.781581,19.499159,20.786077,3.419838,87.142257
264,9.540000,1816.076801,19.622918,20.854417,3.414194,87.499544
265,9.560000,1816.076801,19.746824,20.922644,3.408534,87.499544
266,9.580000,1787.250186,19.869544,20.990759,3.402920,86.499141
267,9.600000,1797.545406,19.991431,21.058761,3.397336,86.856428
268,9.620000,1801.663494,20.113608,21.126652,3.391729,86.999343
269,9.640000,1807.840625,20.235930,21.194430,3.386105,87.213715
270,9.660000,1785.191142,20.357494,21.262096,3.380508,86.427684
271,9.680000,1791.368274,20.478300,21.329651,3.374937,86.642056
272,9.700000,1795.486362,20.599254,21.397094,3.369350,86.784971
273,9.720000,1783.132098,20.719731,21.464425,3.363776,86.356226
274,9.740000,1781.073054,20.839524,21.531645,3.358225,86.284769
275,9.760000,1779.014010,20.958981,21.598754,3.352681,86.213312
276,9.780000,1783.132098,21.078310,21.665752,3.347134,86.356226
277,9.800000,1779.014010,21.197441,21.732639,3.341586,86.213312
278,9.820000,1776.954966,21.316168,21.799416,3.336049,86.141854
279,9.840000,1774.895922,21.434561,21.866081,3.330518,86.070397
280,9.860000,1781.073054,21.552895,21.932636,3.324981,86.284769
281,9.880000,1774.895922,21.671032,21.999081,3.319443,86.070397
282,9.900000,1774.895922,21.788767,22.065414,3.313916,86.070397
283,9.920000,1764.600702,21.905966,22.131637,3.308405,85.713110
284,9.940000,1772.836878,22.022901,22.197750,3.302897,85.998940
285,9.960000,1756.364526,22.139370,22.263754,3.297403,85.427281
286,9.980000,1760.482614,22.255239,22.329647,3.291929,85.570195
287,10.000000,1754.305482,22.370847,22.395431,3.286458,85.355823
288,10.020000,1770.777834,22.486600,22.461105,3.280970,85.927482
289,10.040000,1770.777834,22.602700,22.526669,3.275456,85.927482
290,10.060000,1746.069306,22.717797,22.592124,3.269981,85.069994
291,10.080000,1756.364526,22.832230,22.657469,3.264530,85.427281
292,10.100000,1754.305482,22.946741,22.722705,3.259066,85.355823
293,10.120000,1762.541658,23.061261,22.787831,3.253591,85.641653
294,10.140000,1739.892174,23.175121,22.852849,3.248140,84.855622
295,10.160000,1752.246438,23.288456,22.917757,3.242706,85.284366
296,10.180000,1750.187394,23.401934,22.982557,3.237255,85.212909
297,10.200000,1744.010262,23.514955,23.047247,3.231817,84.998536
298,10.220000,1729.596954,23.627122,23.111830,3.226412,84.498335
299,10.240000,1731.655998,23.738703,23.176304,3.221027,84.569792
300,10.260000,1746.069306,23.850627,23.240670,3.215616,85.069994
301,10.280000,1727.537910,23.962232,23.304929,3.210211,84.426878
302,10.300000,1731.655998,24.073186,23.369079,3.204830,84.569792
303,10.320000,1729.596954,24.184020,23.433122,3.199445,84.498335
304,10.340000,1733.715042,24.294733,23.497057,3.194057,84.641250
305,10.360000,1733.715042,24.405392,23.560884,3.188662,84.641250
306,10.380000,1721.360778,24.515470,23.624604,3.183288,84.212505
307,10.400000,1721.360778,24.624969,23.688216,3.177933,84.212505
308,10.420000,1717.242690,24.734154,23.751721,3.172585,84.069591
309,10.440000,1721.360778,24.843155,23.815119,3.167236,84.212505
310,10.460000,1713.124602,24.951841,23.878410,3.161895,83.926676
311,10.480000,1713.124602,25.060084,23.941595,3.156567,83.926676
312,10.500000,1715.183646,25.168210,24.004673,3.151235,83.998133
313,10.520000,1715.183646,25.276217,24.067644,3.145900,83.998133
314,10.540000,1709.006514,25.383848,24.130509,3.140575,83.783761
315,10.560000,1694.593206,25.490651,24.193268,3.135283,83.283560
316,10.580000,1704.888426,25.597144,24.255921,3.129998,83.640847
317,10.600000,1706.947470,25.703844,24.318468,3.124693,83.712304
318,10.620000,1696.652250,25.810106,24.380908,3.119401,83.355017
319,10.640000,1711.065558,25.916316,24.443244,3.114103,83.855219
320,10.660000,1694.593206,26.022282,24.505473,3.108808,83.283560
321,10.680000,1690.475118,26.127428,24.567596,3.103546,83.140645
322,10.700000,1690.475118,26.232269,24.629615,3.098291,83.140645
323,10.720000,1686.357030,26.336804,24.691528,3.093042,82.997730
324,10.740000,1680.179898,26.440845,24.753336,3.087810,82.783358
325,10.760000,1690.475118,26.544836,24.815040,3.082571,83.140645
326,10.780000,1680.179898,26.648650,24.876639,3.077333,82.783358
327,10.800000,1680.179898,26.751972,24.938134,3.072111,82.783358
328,10.820000,1669.884678,26.854803,24.999524,3.066905,82.426071
329,10.840000,1676.061810,26.957333,25.060810,3.061706,82.640443
330,10.860000,1667.825634,27.059626,25.121992,3.056511,82.354614
331,10.880000,1655.471370,27.161118,25.183071,3.051349,81.925870
332,10.900000,1657.530414,27.262124,25.244046,3.046203,81.997327
333,10.920000,1651.353282,27.362834,25.304919,3.041064,81.782955
334,10.940000,1641.058062,27.462874,25.365689,3.035951,81.425668
335,10.960000,1634.880930,27.562247,25.426357,3.030865,81.211296
336,10.980000,1632.821886,27.661204,25.486924,3.025793,81.139839
337,11.000000,1620.467622,27.759560,25.547389,3.020743,80.711095
338,11.020000,1606.054314,27.856945,25.607754,3.015737,80.210893
339,11.040000,1597.818138,27.953486,25.668019,3.010767,79.925064
340,11.060000,1583.404830,28.049187,25.728185,3.005834,79.424862
341,11.080000,1579.286742,28.144174,25.788253,3.000931,79.281947
342,11.100000,1558.696302,28.238267,25.848223,2.996067,78.567374
343,11.120000,1546.342038,28.331222,25.908096,2.991257,78.138629
344,11.140000,1533.987775,28.423289,25.967873,2.986486,77.709885
345,11.160000,1513.397335,28.514228,26.027556,2.981769,76.995312
346,11.180000,1492.806895,28.603796,26.087145,2.977118,76.280738
347,11.200000,1468.098367,28.691879,26.146641,2.972540,75.423249
348,11.220000,1431.035575,28.777993,26.206047,2.968062,74.137017
349,11.240000,1412.504179,28.862329,26.265365,2.963673,73.493901
350,11.260000,1375.441387,28.944895,26.324595,2.959374,72.207668
351,11.280000,1313.670067,29.024422,26.383741,2.955234,70.063947
352,11.300000,1167.477944,29.097701,26.442808,2.951430,64.990474
353,11.320000,720.665398,29.153408,26.501808,2.948581,49.484226
354,11.340000,273.852851,29.182728,26.560766,2.947174,33.977977
355,11.360000,-16.472352,29.190313,26.619707,2.946955,23.902489

[Raw Data]

Point ID,Time [ms],Force [N],Voltage Ch1 [mV]
1,0.000000,705.222567,24.474148
2,0.020000,699.045435,24.259776
3,0.040000,711.399699,24.688520
4,0.060000,707.281611,24.545605
5,0.080000,709.340655,24.617062
6,0.100000,703.163523,24.402690
7,0.120000,703.163523,24.402690
8,0.140000,703.163523,24.402690
9,0.160000,701.104479,24.331233
10,0.180000,703.163523,24.402690
11,0.200000,711.399699,24.688520
12,0.220000,717.576831,24.902892
13,0.240000,713.458743,24.759977
14,0.260000,707.281611,24.545605
15,0.280000,705.222567,24.474148
16,0.300000,703.163523,24.402690
17,0.320000,709.340655,24.617062
18,0.340000,709.340655,24.617062
19,0.360000,711.399699,24.688520
20,0.380000,717.576831,24.902892
21,0.400000,696.986391,24.188318
22,0.420000,709.340655,24.617062
23,0.440000,705.222567,24.474148
24,0.460000,707.281611,24.545605
25,0.480000,703.163523,24.402690
26,0.500000,705.222567,24.474148
27,0.520000,711.399699,24.688520
28,0.540000,711.399699,24.688520
29,0.560000,703.163523,24.402690
30,0.580000,705.222567,24.474148
31,0.600000,705.222567,24.474148
32,0.620000,713.458743,24.759977
33,0.640000,707.281611,24.545605
34,0.660000,707.281611,24.545605
35,0.680000,717.576831,24.902892
36,0.700000,703.163523,24.402690
37,0.720000,694.927347,24.116861
38,0.740000,699.045435,24.259776
39,0.760000,705.222567,24.474148
40,0.780000,713.458743,24.759977
41,0.800000,711.399699,24.688520
42,0.820000,707.281611,24.545605
43,0.840000,711.399699,24.688520
44,0.860000,707.281611,24.545605
45,0.880000,711.399699,24.688520
46,0.900000,711.399699,24.688520
47,0.920000,709.340655,24.617062
48,0.940000,711.399699,24.688520
49,0.960000,717.576831,24.902892
50,0.980000,713.458743,24.759977
51,1.000000,707.281611,24.545605
52,1.020000,701.104479,24.331233
53,1.040000,713.458743,24.759977
54,1.060000,699.045435,24.259776
55,1.080000,707.281611,24.545605
56,1.100000,713.458743,24.759977
57,1.120000,709.340655,24.617062
58,1.140000,713.458743,24.759977
59,1.160000,709.340655,24.617062
60,1.180000,711.399699,24.688520
61,1.200000,705.222567,24.474148
62,1.220000,709.340655,24.617062
