[N01-D-2024-NU]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
258,0.514000,8327.996393,11.009075,1.908400,3.579813,75.455241
259,0.516000,8463.528190,11.069175,1.915558,3.578519,76.656392
260,0.518000,8567.339779,11.130109,1.922714,3.577206,77.576422
261,0.520000,8676.918679,11.191783,1.929867,3.575876,78.547565
262,0.522000,8789.381234,11.254229,1.937017,3.574528,79.544264
263,0.524000,8896.076479,11.317434,1.944165,3.573164,80.489850
264,0.526000,8965.284205,11.381243,1.951310,3.571786,81.103204
265,0.528000,8968.167861,11.445285,1.958452,3.570402,81.128760
266,0.530000,8947.982274,11.509241,1.965591,3.569019,80.949865
267,0.532000,8922.029376,11.573007,1.972728,3.567640,80.719858
268,0.534000,8910.494755,11.636614,1.979862,3.566264,80.617632
269,0.536000,8910.494755,11.700156,1.986993,3.564889,80.617632
270,0.538000,8890.309169,11.763602,1.994121,3.563516,80.438737
271,0.540000,8844.170684,11.826787,2.001247,3.562148,80.029835
272,0.542000,8751.893716,11.889455,2.008370,3.560790,79.212031
273,0.544000,8648.082127,11.951401,2.015490,3.559448,78.292001
274,0.546000,8561.572469,12.012647,2.022608,3.558121,77.525309
275,0.548000,8489.481087,12.073305,2.029723,3.556806,76.886399
276,0.550000,8414.506051,12.133418,2.036835,3.555503,76.221933
277,0.552000,8307.810806,12.192864,2.043945,3.554214,75.276347
278,0.554000,8189.580940,12.251489,2.051052,3.552942,74.228535
279,0.556000,8100.187627,12.309355,2.058157,3.551687,73.436287
280,0.558000,8062.700109,12.366751,2.065259,3.550442,73.104053
281,0.560000,8074.234730,12.424034,2.072358,3.549199,73.206279
282,0.562000,8097.303972,12.481420,2.079456,3.547953,73.410730
283,0.564000,8080.002040,12.538806,2.086550,3.546706,73.257392
284,0.566000,8068.467419,12.596070,2.093642,3.545462,73.155166
285,0.568000,8054.049143,12.653222,2.100732,3.544220,73.027384
286,0.570000,8068.467419,12.710353,2.107819,3.542978,73.155166
287,0.572000,8097.303972,12.767618,2.114904,3.541732,73.410730
288,0.574000,8143.442456,12.825128,2.121986,3.540481,73.819632
289,0.576000,8166.511698,12.882863,2.129066,3.539224,74.024084
290,0.578000,8172.279009,12.940680,2.136143,3.537965,74.075196
291,0.580000,8163.628043,12.998465,2.143218,3.536706,73.998527
292,0.582000,8195.348251,13.056312,2.150290,3.535446,74.279647
293,0.584000,8241.486735,13.114413,2.157359,3.534179,74.688550
294,0.586000,8302.043495,13.172870,2.164427,3.532904,75.225234
295,0.588000,8371.251222,13.231765,2.171491,3.531619,75.838587
296,0.590000,8414.506051,13.291035,2.178553,3.530324,76.221933
297,0.592000,8405.855085,13.350405,2.185612,3.529028,76.145264
298,0.594000,8405.855085,13.409723,2.192669,3.527732,76.145264
299,0.596000,8397.204119,13.468989,2.199723,3.526436,76.068595
300,0.598000,8414.506051,13.528263,2.206775,3.525140,76.221933
301,0.600000,8414.506051,13.587577,2.213824,3.523843,76.221933
302,0.602000,8388.553153,13.646778,2.220870,3.522547,75.991926
303,0.604000,8325.112737,13.705642,2.227914,3.521259,75.429685
304,0.606000,8255.905011,13.764017,2.234955,3.519981,74.816332
305,0.608000,8178.046319,13.821854,2.241994,3.518715,74.126309
306,0.610000,8129.024180,13.879224,2.249030,3.517458,73.691850
307,0.612000,8080.002040,13.936228,2.256064,3.516209,73.257392
308,0.614000,8025.212590,13.992847,2.263095,3.514968,72.771820
309,0.616000,7944.470243,14.048971,2.270124,3.513738,72.056241
310,0.618000,7846.425964,14.104446,2.277150,3.512522,71.187324
311,0.620000,7759.916306,14.159254,2.284174,3.511320,70.420633
312,0.622000,7687.824925,14.213487,2.291195,3.510131,69.781723
313,0.624000,7627.268164,14.267236,2.298214,3.508952,69.245039
314,0.626000,7569.595059,14.320552,2.305231,3.507782,68.733911
315,0.628000,7517.689265,14.373467,2.312245,3.506621,68.273896
316,0.630000,7468.667125,14.426009,2.319258,3.505468,67.839437
317,0.632000,7439.830572,14.478262,2.326267,3.504321,67.583873
318,0.634000,7445.597883,14.530417,2.333275,3.503176,67.634986
319,0.636000,7471.550780,14.582666,2.340280,3.502028,67.864994
320,0.638000,7511.921954,14.635130,2.347283,3.500875,68.222783
321,0.640000,7563.827749,14.687899,2.354284,3.499715,68.682798
322,0.642000,7638.802785,14.741095,2.361282,3.498544,69.347264
323,0.644000,7699.359546,14.794747,2.368278,3.497364,69.883948
324,0.646000,7757.032651,14.848795,2.375271,3.496174,70.395076
325,0.648000,7806.054791,14.903197,2.382262,3.494975,70.829535
326,0.650000,7889.680793,14.958043,2.389251,3.493767,71.570670
327,0.652000,7987.725072,15.013505,2.396237,3.492544,72.439587
328,0.654000,8065.583764,15.069562,2.403221,3.491307,73.129610
329,0.656000,8152.093422,15.126173,2.410203,3.490057,73.896302
330,0.658000,8232.835769,15.183347,2.417182,3.488795,74.611880
331,0.660000,8342.414669,15.241164,2.424158,3.487517,75.583023
332,0.662000,8457.760879,15.299744,2.431132,3.486222,76.605279
333,0.664000,8552.921503,15.359036,2.438103,3.484910,77.448640
334,0.666000,8607.710953,15.418828,2.445071,3.483587,77.934211
335,0.668000,8650.965782,15.478938,2.452037,3.482256,78.317557
336,0.670000,8702.871577,15.539357,2.459000,3.480917,78.777572
337,0.672000,8740.359095,15.600064,2.465961,3.479572,79.109805
338,0.674000,8783.613924,15.661028,2.472919,3.478220,79.493151
339,0.676000,8798.032200,15.722169,2.479874,3.476864,79.620933
340,0.678000,8798.032200,15.783336,2.486826,3.475506,79.620933
341,0.680000,8783.613924,15.844429,2.493776,3.474150,79.493151
342,0.682000,8780.730269,15.905438,2.500723,3.472795,79.467595
343,0.684000,8760.544682,15.966344,2.507667,3.471442,79.288700
344,0.686000,8760.544682,16.027155,2.514608,3.470090,79.288700
345,0.688000,8754.777371,16.087923,2.521547,3.468739,79.237587
346,0.690000,8728.824474,16.148558,2.528483,3.467391,79.007580
347,0.692000,8679.802335,16.208908,2.535417,3.466048,78.573121
348,0.694000,8613.478264,16.268836,2.542348,3.464714,77.985324
349,0.696000,8599.059987,16.328461,2.549276,3.463387,77.857542
350,0.698000,8610.594608,16.388054,2.556201,3.462059,77.959768
351,0.700000,8613.478264,16.447673,2.563124,3.460731,77.985324
352,0.702000,8601.943642,16.507239,2.570044,3.459403,77.883098
353,0.704000,8581.758056,16.566673,2.576961,3.458078,77.704204
354,0.706000,8573.107090,16.625985,2.583876,3.456755,77.627534
355,0.708000,8616.361919,16.685393,2.590788,3.455430,78.010880
356,0.710000,8694.220611,16.745197,2.597698,3.454095,78.700903
357,0.712000,8769.195648,16.805506,2.604605,3.452748,79.365369
358,0.714000,8849.937995,16.866328,2.611509,3.451388,80.080948
359,0.716000,8907.611100,16.927604,2.618410,3.450018,80.592076
360,0.718000,8973.935171,16.989283,2.625309,3.448638,81.179873
361,0.720000,9025.840966,17.051346,2.632205,3.447249,81.639888
362,0.722000,9100.816003,17.113820,2.639098,3.445850,82.304354
363,0.724000,9190.209316,17.176835,2.645988,3.444439,83.096602
364,0.726000,9276.718973,17.240430,2.652876,3.443013,83.863294
365,0.728000,9314.206492,17.304425,2.659760,3.441578,84.195527
